CODVIA,DESVIA,CIRCOS,MUNICIPIO,PARITA,COLCIV,INIZIO,FINE
51980,VICO ANGELO RAFFETTO,9,2,D,R,1,25
37900,VIA MELINOTTO,3,7,P,N,2,4
55580,VIA MARCO SALA,25,9,P,R,2,56
11480,VICO CANNONI,12,1,D,R,1,13
18820,VIA NICOLO' COPERNICO,21,9,D,R,3,17
37820,VIA GIACOMO MEDICI DEL VASCELLO,23,8,P,R,2,32
240,PIAZZA ACQUAVERDE,12,1,P,R,2,48
820,VIA LEON BATTISTA ALBERTI,16,3,P,N,6,10
2000,VICO STRETTO SANT'ANTONIO,9,2,D,R,1,9
29940,VIA GIACOMO GIOVANETTI,9,2,P,N,2,12
3268,BACINO CORNIGLIANO,4,6,P,N,0X,0X
39120,VIA MOLINARI,19,4,D,N,3,15
40340,VIA MONTE GUANO,8,6,D,N,1,27B
35820,VIA ALDO MANUZIO,16,3,P,N,2,26
8640,VIALE MICHELANGELO BUONARROTI,5,5,P,N,2,66
55540,CORSO AURELIO SAFFI,15,8,P,R,2,40
13660,VICO DELLA CASERMA,1,7,D,R,1,3
41840,VIA GASPARE MURTOLA,2,7,D,N,1,41
37080,ARCHIVOLTO DI SANTA MARTA,14,1,D,N,1,1
64940,PIAZZA DELLA VITTORIA,15,8,P,N,4,14
56640,VIALE NAZARIO SAURO,23,8,P,N,2,8
36400,SALITA DI SANTA MARIA DELLA SANITA',13,1,D,R,1,25
64720,VIALE VILLINI ROLLINO,4,6,P,N,6,170
10280,PIAZZETTA SAN CAMILLO,14,1,D,N,1,1
7760,VIA BOZZELLARI,2,7,D,R,1,11
63460,VIA VECCHIA,18,4,P,R,2,44
63580,VICO DELLE VELE,12,1,P,N,10,10
52100,PIAZZA DELLA RAIBETTA,12,1,D,N,1,1
43790,VIA GIOVANNI OPISSO,3,7,D,N,1,199
9717,VIA CADUTI SENZA CROCE,10,2,P,N,10,14
6005,VIA RENATA BIANCHI,8,6,P,N,4,90
22520,VIA MARINA DI ROBILANT,16,3,D,R,1,77
11920,SALITA LORENZO CAPPELLONI,2,7,D,N,1,7
63720,VIA VENTIMIGLIA,1,7,D,R,63,191
35040,VIA MAGAZZINI GENERALI,12,1,P,N,4,16
35320,MURA DELLA MALAPAGA,12,1,D,N,7,7
57740,VICO SEMINO,12,1,D,N,1,11
61080,SALITA SANTA TERESA,12,1,D,N,5A,13
10680,PIAZZA DEL CAMPO,12,1,P,N,4,6
65540,CALATA AGLI ZINGARI,10,2,D,N,1,5
52880,VIA GIOVANNI REVELLO,18,4,P,N,2,40
7660,VIA GIOVANNI BATTISTA BOTTERI,9,2,D,R,1,33
52640,VIA DEI REGGIO,3,7,P,N,2,14A
38710,PIAZZALE BRUNO MINOLETTI,4,6,D,N,7,15
28700,VICO CHIUSO GELSA,12,1,D,R,5,13
31940,VIA DELL'INSURREZIONE 23-25 APRILE 1945,4,6,P,R,2,52
26220,VICO FORNETTI,12,1,D,N,1,3
37330,VIA MARZABOTTO,10,2,D,N,5,13
36410,LARGO SANTA MARIA DEI SERVI,15,8,D,N,1,5
22260,VIALE AMMIRAGLIO GIORGIO DES GENEYS,24,9,D,N,1,51
41300,SALITA DOMENICO MORELLI,25,9,P,N,2,10
51960,VICO SAN RAFFAELE,12,1,D,N,1,1
44400,VIA OTTAVA SOCIETA' CASE,4,6,P,N,2,12
45740,VIA PARINI,23,8,D,N,1,27
42440,VIA NICOLOSO DA RECCO,3,7,D,N,1A,31
20160,VIA GIUSEPPE MARIA CRESPI,23,8,P,N,2,4
4640,VIA BATTIGALLI,6,5,P,N,2,12
42280,VIA FOSSATO DI SAN NICOLO',13,1,D,R,1,15
41960,VIALE NARISANO,8,6,P,N,2,14
47580,VIA PIAN DEL PRETE,1,7,D,N,1,23
58980,CORSO SOLFERINO,13,1,D,N,1,31
61520,VIA TONALE,8,6,D,R,29,33
61420,VIA TOLLOT,14,1,P,R,2A,2A
33180,VIA LAZZARETTO,6,5,D,N,1,11
62580,VIA GIOVANNI TROSSARELLI,20,4,D,N,1,181
30940,VICO GRANDIS,9,2,D,N,1,1
41225,GIARDINI GINO MORCHIO,7,5,P,N,0X,0X
51500,VIA PROFONDO,3,7,P,N,2,16
50540,PIAZZA DEL PORTELLO,12,1,D,R,1,29
36820,PASSO AL MARO,19,4,D,N,1,3
65600,VIA DI SANTA ZITA,15,8,D,R,1,45
6440,SALITA BOCCAFO',14,1,D,R,9,9
16320,PIAZZA DELLA CHIESA DI MOLASSANA,19,4,D,N,1,5
37240,VIA MARTIRI DEL TURCHINO,1,7,D,N,81,87
62220,VIA EDUARDO TRAVERSO,23,8,P,R,2,20
11620,VIA AI CANTIERI,1,7,P,N,2,4
17260,VIA AL CIMITERO DI QUINTO,25,9,D,N,1,9
59610,VIA RURIK SPOLIDORO,14,1,D,N,1,3
26920,VIA GIUSEPPE FRASCHERI,1,7,D,N,1,1
25200,VIA DOMENICO FIASELLA,14,1,D,N,1,11
6160,VICO LEOPOLDO BIGNONE,2,7,P,R,2,24
25440,VIA FABIO FILZI,25,9,P,N,2,4
360,VIA ADUA,10,2,P,N,4,8
21740,VICO DEL CANTO,17,3,D,N,1,3
64260,VIA GIAMBATTISTA VICO,23,8,D,R,3,15
44080,VIA ANGELO ORSINI,23,8,D,R,1,163
62900,VICO DI UNTORIA,12,1,D,N,1,15
56120,VIA AL SANTUARIO DELLE GRAZIE,1,7,D,N,1,39
10200,VIALE CAMBIASO,23,8,D,R,1,15
36600,VIA SANTA MARIA IN VIA LATA,14,1,D,N,1,5
22060,VICO DE NEGRI,12,1,D,R,11,37
6420,VICO BOCCADORO,12,1,P,N,4,6
61000,PIAZZA TENEDO,12,1,P,N,0X,0X
11660,CALATA STEFANO CANZIO,9,2,P,N,0X,0X
51580,VIA ANDREA PROVANA DI LEYNI,25,9,D,R,1,17
12320,VIA CARBONI DI MONICO,25,9,D,N,3,7
55810,VIA GIUSEPPE SALVAREZZA,5,5,D,R,1,7
2540,VIA ARGONAUTI,24,9,P,N,2,18
28140,VIA GIUSEPPE GARIBALDI,12,1,P,N,2,20
9380,SALITA CA' DEL GRECO,20,4,P,N,4,12
14590,PIAZZETTA PIETRO CATTANEO,7,5,D,N,1,3
10620,VICO DI CAMPETTO,12,1,D,R,1,11
27840,PASSO GAMBONIA,20,4,D,N,1,9
52630,VIA MARCO REDOANO,4,6,D,N,7,21
49100,VIA PODGORA,15,8,D,R,13C,13C
30020,VIA SAN GIOVANNI D'ACRI,8,6,D,R,1,65
53060,VIA RICREATORIO,7,5,D,N,31,51
40680,VIA MONTEROTONDO,4,6,D,R,1,29
20980,LUNGOBISAGNO DALMAZIA,19,4,D,R,25,35
20180,VIA CRESTA,25,9,P,N,6,10
7600,VIA GIOVANNI BATTISTA BOTTARO,4,6,D,N,1,3
53210,PASSO RIO CANATE,20,4,D,N,1,51
6720,VIA GIOVANNI BOINE,11,1,D,N,1,21
63520,VICO VEGETTI,12,1,P,R,6,46
38260,PIAZZA PIETRO METASTASIO,8,6,P,R,2,18
29020,VIA ROMOLO GESSI,8,6,D,R,1,11
20040,SALITA GIO MARIA COTELLA,19,4,P,N,6,60
11440,VIA DI CANNETO IL LUNGO,12,1,P,N,6,16
57730,VIA FIORENZO SEMINI,7,5,D,N,29,31
33160,VIA LAVIOSA,3,7,D,R,1,171
12400,VIA GIOSUE' CARDUCCI,14,1,D,R,1,29
46740,VIA SUPERIORE DEI PENCHI,25,9,P,N,2,8
20160,VIA GIUSEPPE MARIA CRESPI,23,8,D,N,1,5
26800,PASSO A VIA DI FRANCIA,9,2,P,N,2,16
3160,VIA GIUSEPPE AVEZZANA,11,1,D,N,3,9
48720,VIA SAN PIO DECIMO,24,9,D,R,1,13
64480,VIA VILLA,21,9,P,N,2,20
5120,VIA BENEDETTO DA PORTO,20,4,P,N,2,38
1880,VIA ANTIOCHIA,15,8,D,R,3,33
3140,VIA SORELLE AVEGNO,24,9,P,N,8,8
61120,VIA TERPI,19,4,P,R,4,108
50380,PIAZZETTA PORTA DEL MOLO,12,1,P,N,2,2
8200,PIAZZA BRIGNOLE,14,1,D,N,1,7
25160,VIA PIETRO FESSIA,17,3,P,N,2,16
54120,VIA SAN ROCCO DI NERVI,25,9,D,N,1,19
28650,VIA FRATELLI GAZZO,7,5,P,N,2,14
45480,VIA RAFFAELE PAOLUCCI,15,8,D,N,1,7
28240,VIA GIROLAMO GASTALDI,7,5,D,R,1,13
38940,VIALE GIORGIO MODUGNO,3,7,D,R,1,93
62520,VIA DEL TRITONE,24,9,D,N,3,13
52400,VIA FRANCESCO RAVASCHIO,4,6,D,N,1B,123
6560,VIA BOCCHELLA,23,8,P,N,2,6
12980,VIA DEI CARPI,19,4,P,N,6,38
46460,VIA PEGLI,3,7,D,N,5,71
22940,VIA DONGHI,16,3,D,N,13,67
47480,VIA MARIO PIANA,8,6,P,N,2,8
27400,PIAZZA SEBASTIANO GAGGERO,1,7,D,R,1,11
42780,VIA FELICITA NOLI,9,2,P,R,2,40
50780,VICO ALLA POSTA VECCHIA,12,1,P,N,2,2
38460,VICO DEI MIGLIORINI,12,1,P,N,2,8
34140,LUNGOMARE LOMBARDO,23,8,D,N,13,29
3950,PONTE TULLIO BARBIERI,7,5,P,N,0X,0X
7710,VIA FILIPPO EMANUELE BOTTINO,4,6,P,N,2,52
5620,VIA AGOSTINO BERTANI,13,1,D,N,1,9
48380,VIA PIEVE DI CADORE,7,5,P,N,2,24
41020,VIA GIAN BATTISTA MONTI,9,2,D,R,1,183
13860,SALITA CASSINELLE,4,6,D,N,1,15
43640,VICO OMBROSO,12,1,P,N,0X,0X
42300,PASSO SAN NICOLO',13,1,D,N,17,19
24500,SALITA FASSOLO DI STRUPPA,20,4,P,N,2,10
21580,PIAZZA TOMASO DE CRISTOFORIS,2,7,P,N,2,4
16980,VIA CIAMBRINI,6,5,P,N,2,8
38460,VICO DEI MIGLIORINI,12,1,D,N,1,3
7710,VIA FILIPPO EMANUELE BOTTINO,4,6,D,N,1,51
26440,VICO SAN FORTUNATO,10,2,P,N,2,2A
10260,VIA CAMILLA,23,8,P,R,4,4
63980,VIA VERONA,8,6,P,N,2,8
61020,PIAZZA DI SAN TEODORO,10,2,P,R,2,4
5580,SCALETTA BERSAGLIO,5,5,D,R,1,9
28480,VIA SUPERIORE GAVE,20,4,D,N,1,35
11340,VIA CANEVARI,16,3,D,N,1,5
19100,VIA FILIPPO CORRIDONI,23,8,D,N,1,11
16180,VIA CHIESA DELLE GRAZIE,9,2,D,N,1,3
18690,VIA INFERIORE ALLA CONTADINA,25,9,P,N,2,4
23160,VIA DRAGO,25,9,P,N,2,4
5760,VIA FILIPPO BETTINI,6,5,P,R,2,46
32240,PIAZZETTA JACOPO DA VARAGINE,12,1,D,R,1,27
63800,LUNGOTORRENTE VERDE,7,5,P,N,4,12
61380,VIA TOFANE,5,5,D,N,1,101
40520,SALITA MONTE OLIVETO,3,7,P,N,2,6
20520,VIA CROCE ROSA,5,5,D,R,1,1
54400,SALITA RONCHETTI,19,4,P,N,2,2
38900,PIAZZA GUSTAVO MODENA,9,2,D,R,1,15
46560,PIAZZA DI PELLICCERIA,12,1,P,R,2,8
51700,CORSO MAURIZIO QUADRIO,12,1,D,N,1,5
33340,VIA VITTORIO LEONARDI,4,6,D,N,1,7
33800,SALITA ALDO LI GOBBI,13,1,P,R,2A,6
58420,VIA SILVIO SIBONA,5,5,P,N,2,34
30920,SALITA DI GRANAROLO,10,2,P,N,2,118
17970,PONTE TULLIO COLLA,3,7,P,N,0X,0X
43380,VICO DELL'OLIVA,12,1,D,N,3,3
47760,VIA DEL PIANELLO,25,9,P,N,6,12
32320,VIA KASSALA,12,1,P,R,2,30
62900,VICO DI UNTORIA,12,1,P,R,4,46
41540,VIA MULINETTI DI PEGLI,3,7,D,N,1,1
60260,VIA BERNARDO STROZZI,13,1,D,R,1,17
45760,VIA PARMA,3,7,P,R,2,36
47270,VIA CARLINO PESCIA,24,9,D,N,1,5
56000,VIA DEI SANSONE,14,1,D,N,1,23
31670,VIA ALL'EX IDROSCALO,9,2,P,N,0X,0X
31320,PIAZZA GRIMALDI,12,1,D,R,1,7
57745,GIARDINI ANDREA E OTTAVIO SEMINO,11,1,P,N,0X,0X
57180,VICO DELLA SCIENZA,12,1,D,R,3,17
49780,VIA FRANCESCO PONTE,14,1,P,R,2,20
36970,GIARDINI LUIGI MARSANO,19,4,P,N,0X,0X
29410,PIAZZALE EFISIO GIANASSO,1,7,P,N,4,4
29380,VIA DEI SANTI GIACOMO E FILIPPO,14,1,P,R,2,42
9900,SALITA CALANCA,20,4,D,N,1,5
49340,VIA POGGIONE,21,9,P,N,2,8
4880,VIA BEGATO,5,5,P,N,2,30
64040,VIA DELLA VESPA,23,8,P,N,4,10
16400,VIA ALLA CHIESA DI MURTA,6,5,D,R,3,51
25400,VIA WALTER FILLAK,9,2,D,R,1,189
9480,VIA CADEROSSI,21,9,P,N,2,20
17540,VIA CIRENAICA,23,8,D,N,3,5
8000,VIALE BRIGATA BISAGNO,15,8,P,N,2,14
64810,VIA DELLE VIOLE,24,9,D,N,5,23
955,VIA ALBISOLA,6,5,D,N,21,125
8400,VIA GIORDANO BRUNO,23,8,P,N,6,44
37660,SALITA DI SAN MATTEO,12,1,P,R,10,20
23640,PIAZZA EMBRIACI,12,1,D,N,1,5
30660,VIA CARLO GOLDONI,4,6,P,N,2,12
14480,SALITA CATALDI,4,6,P,R,4,50
48020,PIAZZA PICCAPIETRA,14,1,D,N,1,91
17140,VICO CICALA,12,1,P,N,2,2
3980,VIA BARCHETTA,6,5,P,R,2,190
580,VIA GUIDO AGOSTI,8,6,D,N,15,157
9080,VIA CADATO,20,4,D,N,1A,5
61980,VIA TORTONA,18,4,P,N,2,52
65300,VIA LUCIANO ZAMPERINI,6,5,D,R,1,89
49480,VIA AL POLIGONO DI QUEZZI,17,3,P,N,4,50
62120,VIA ENRICO TOTI,18,4,P,N,2,6
640,VIA CESARE AIRAGHI,2,7,P,N,2,16
44940,SALITA PALLAVICINI,12,1,P,N,4,8
47420,VIA PIACENZA,18,4,P,R,10,138
26280,SALITA AL FORTE DELLA CROCETTA,9,2,D,N,1,19
45300,SALITA PANIGARO DI STRUPPA,20,4,D,N,1,3
65500,VIA ZIGNAGO,16,3,D,N,3,3
57680,VIA SELLA,21,9,D,N,1,37
53620,VIA RIVAROLO,5,5,D,N,1,191
59720,VIA MARCELLO STAGLIENO,15,8,D,R,3,19
26960,PIAZZA BEATA PAOLA FRASSINETTI,25,9,P,N,2,10
60860,VICO DEL TEATRO NAZIONALE,12,1,P,R,4,4
56400,VIA ROBERTO SARFATTI,25,9,D,R,1,45
6960,VIA RUGGERO BONGHI,6,5,P,R,2,48
6580,SALITA BOCCHETTINA,6,5,P,N,2C,58
20440,PIAZZA SANTA CROCE,12,1,D,R,19,21
61520,VIA TONALE,8,6,P,N,2,14A
9060,SALITA CA' DA RIA,20,4,D,N,1,3
62750,PIAZZETTA MARCO UBERTIS,17,3,D,N,3,3
9860,VIA CAIROLI,12,1,P,R,2,68F
30545,GIARDINI AGOSTINO GIUSTINIANI,10,2,P,N,0X,0X
28220,CORSO ALDO GASTALDI,23,8,P,N,20,20
11960,MURA DELLE CAPPUCCINE,14,1,D,N,35,39
33360,PIAZZA SAN LEONARDO,14,1,D,N,3,5
69546,TERRAZZA ANDREA CORRADO,13,1,P,N,0X,0X
50300,VIA PORTA DEGLI ANGELI,9,2,D,N,1,39
59360,VIA SPARTA,4,6,P,R,4,68
20080,VIA CRAVASCO,2,7,D,N,7,79B
26940,VIA GIUSEPPE FRASSINELLO,5,5,P,R,6,6
65280,PIAZZA ZAGORA,3,7,D,N,1,3
33060,VICO LAVATOI RONDINELLA,5,5,P,N,4,4
69526,GIARDINI MELVIN JONES,15,8,P,N,0X,0X
69542,GIARDINI BAMBINI DI TEREZIN ,3,7,P,N,0X,0X
21160,VIA DANTE,14,1,P,R,2,4B
58460,VIA ANGELO SIFFREDI,8,6,D,R,11,11
25440,VIA FABIO FILZI,25,9,P,R,2,30
51800,VIA ROMANA DI QUARTO,24,9,D,N,1,179
34880,VIA MADDALONI,15,8,P,N,4,6
69563,GIARDINI DIECI MAGGIO 1909,20,4,P,N,0X,0X
60200,VIA DANTE GAETANO STORACE,9,2,P,R,2,24
28210,VIA GEROLAMO GASLINI,24,9,D,N,3,5
3820,VIA CARLO BARABINO,15,8,D,N,13,21
56200,VIA GIUSEPPE SAPETO,22,8,D,R,1,61
4340,VIA SAN BARTOLOMEO DEGLI ARMENI,14,1,D,N,1,3
62120,VIA ENRICO TOTI,18,4,D,N,1,21
59920,VIA ALLA STAZIONE DI GRANARA,3,7,P,N,2,4
18280,PIAZZA DELLA COMMENDA,12,1,P,R,2,6
60400,VIA TABARCA,24,9,D,N,1,45
11760,VIA AL CAPO DI SANTA CHIARA,23,8,D,N,1,69
11220,LUNGOMARE GIUSEPPE CANEPA,9,2,P,N,2,4
58620,SALITA INFERIORE SAN SIMONE,13,1,D,N,3,7
11260,VIA LUIGI CANEPA,20,4,D,N,3,51
52810,PASSO RESA DI VILLA MIGONE,16,3,D,N,1,9
1620,SALITA DEGLI ANGELI,10,2,P,N,2,76
60220,VIA DEGLI STORACE,4,6,D,R,1,15
13880,VIA CASSINELLE,4,6,P,N,2,10
14510,GIARDINI GIACOMO CATELLANI,3,7,P,N,0X,0X
62700,VIA STEFANO TURR,24,9,D,N,1,169
4540,CORSO UGO BASSI,13,1,P,N,56,58
21800,VIA DELLACASA,23,8,D,N,1,15
62760,PASSO SANT'UGO,11,1,P,N,2,8
7560,VICO DEI BOTTAI,12,1,D,R,1,15
17640,VICO DELLA CITTADELLA,12,1,D,R,3,13
18240,VIA DEI COLOMBO,25,9,P,N,6,10
33400,PIAZZA LEONARDO DA VINCI,23,8,D,R,1,21
45660,PASSO LORENZO PARETO,15,8,D,N,1,1
45460,PIAZZA PAOLO DA NOVI,15,8,D,R,1,53
90190,MERCATO PESCHERIA P CAVOUR,12,1,P,N,0,0
47440,VIA PIAGGIO,13,1,D,N,5,81
36800,VIA DEI MARISTI,23,8,P,N,2,10
59540,SALITA ALLA SPIANATA DI CASTELLETTO,12,1,P,N,12,30
7300,VIA BORZOLI,5,5,P,N,62,106
40560,VIA MONTE PERTICA,6,5,P,N,2,6
24080,VIA DELLE FABBRICHE,1,7,D,R,1A,215
2780,PIAZZA ARTORIA,17,3,P,N,4,4
21880,VIALE AGOSTINO DELLEPIANE,7,5,D,N,1,33
39740,VIA GIOVANNI MONLEONE,23,8,P,N,2,8
6040,VIA LUIGI BIASIOLI,25,9,D,N,17,383
520,VIA DI SANT'AGNESE,12,1,D,R,1,59
36120,VIA TANCREDI MARCHISIO,25,9,P,N,2,10
2160,VICO DELL'ARANCIO,12,1,P,N,4,6
22660,VIA DODICI OTTOBRE,14,1,D,R,1,49
7920,VIA BRENTA,24,9,D,N,3,7
56800,VICO DELLE SCALE,1,7,P,N,2,2
25520,VIA FIODOR,14,1,P,N,2,2
39180,VIA DEL MOLINETTO,17,3,D,N,1,31
17080,VICO CIBEO,9,2,D,R,1,11
59280,VICO SPADA,12,1,P,N,4,12
27360,VIA GAETA,11,1,P,N,2,90
14520,VICO DELLA CATENA,9,2,D,R,1,15
14420,VIA DEL CASTORO,17,3,D,R,1,19
19560,VIA ALLA COSTA DI BEGATO,5,5,D,N,3,37
51660,VIA PUGGIA,22,8,D,R,13,55
29920,VIA GIOTTO,4,6,D,N,1,13
21820,VIA PAOLO DELLA CELLA,11,1,P,N,4,14
52810,PASSO RESA DI VILLA MIGONE,16,3,P,N,2,10
54840,VICO SUPERIORE DEL ROSO,12,1,D,N,1,1
44120,VICO DELL'ORSO,17,3,P,N,4,6
63690,SOTTOPASSAGGIO VENTICINQUE APRILE,12,1,P,N,2,6
13940,VICO DEI CASTAGNA,12,1,P,R,2,18
17280,VIA CINQUE DICEMBRE,14,1,D,N,1,13
22565,PONTE DIVISIONE ALPINA CUNEENSE,6,5,P,N,0X,0X
44625,VIA BARTOLOMEO PAGANO,25,9,P,N,10,36
42280,VIA FOSSATO DI SAN NICOLO',13,1,P,N,2,4
4560,VIA DELLA BASTIA,21,9,P,N,4,18
19160,VIA CORSICA,14,1,D,N,1,21
48600,VIALE ALLA PINETA,3,7,P,N,2,26
57580,VIA DI SAN SEBASTIANO,12,1,P,N,2,20
12170,LARGO GIORGIO CAPRONI,13,1,P,N,0X,0X
460,PIAZZA DELL'AGNELLO,12,1,D,R,33,41
35360,VICO MALATTI,12,1,D,N,3,13
41520,SALITA DEI MULI,20,4,D,N,1,7
43290,VIA DEGLI OLEANDRI,17,3,D,N,23,45
52140,VIA RAMELLINA,2,7,D,N,3,59
11860,VIA CAPPELLA,21,9,P,N,2,6
4000,VIA RUGGERO BARDAZZI,20,4,D,N,1,7
38820,VIA DEL MIRTO,18,4,P,N,8,8
4620,PIAZZA BATTELLI,8,6,P,R,2,14
13680,VIA DELLE CASETTE,24,9,P,N,2,86
19600,SALITA COSTA DI CARNOLI,1,7,D,N,1,7
54700,VIA ROSATA,20,4,D,N,7,41
9580,VIA CADIGHIARA,21,9,P,R,8,42
58460,VIA ANGELO SIFFREDI,4,6,P,N,30,60
1440,VIA PELLEGRINA AMORETTI,9,2,P,R,2,14
53680,VIA DELLA RIVIERA,7,5,P,N,2,18
11020,VIA GIUSEPPE MICHELE CANALE,16,3,P,R,28,28
26000,VIA FONTANEGLI,20,4,D,N,3,31
18220,VIA COLOMBO,14,1,D,N,1,17
19880,SALITA COSTA FREDDA,19,4,P,N,6A,34
4380,VIA SAN BARTOLOMEO DEL FOSSATO,9,2,P,N,2,96
55910,VIA ALFREDO SANDULLI,8,6,D,N,1,7
10480,VIA DEL CAMPASSO,5,5,D,R,161,161
15140,VIALE VIRGINIA CENTURIONE BRACELLI,17,3,D,R,1,319
2620,CORSO CARLO ARMELLINI,13,1,D,R,1,5
42780,VIA FELICITA NOLI,9,2,P,N,2,4
30840,VICO DEL GRANAIO,1,7,P,N,2,2
4420,PIAZZA SAN BARTOLOMEO DELL'OLIVELLA,12,1,P,R,2,4
23680,VIA CARLO EMERY,17,3,D,N,1,41
44860,PIAZZA PALERMO,15,8,D,N,1,15
41040,VIA VINCENZO MONTI,3,7,P,N,2,4
15540,VIA CHIALE,1,7,P,N,4,52
18880,VIA DELLA CORNACCHIA,22,8,D,N,3,43
29800,VIA GIORDANO,4,6,D,N,1,85
16000,VIA CHIARAMONE,1,7,D,R,5,91
17360,VIA CINQUE MAGGIO,24,9,D,R,1,101
25420,VICO DEL FILO,12,1,P,R,4,34
15080,VICO DEL CENTRO,9,2,P,N,2,2
56180,VIA SAPELLO,2,7,P,N,2,54
7070,PIAZZETTA ROCCO BORELLA,15,8,P,N,0X,0X
58740,VIA DELLA SIRENA,23,8,P,N,2,10
1960,VICO DI SANT'ANTONIO,12,1,P,N,2,16
25780,VICO FOGLIE NUOVE,12,1,P,N,6,6
69551,PIAZZETTA VETERANI DELLO SPORT,23,8,P,N,0X,0X
4940,VIA SILVIO BELLOTTI,17,3,D,R,1,31
57390,VIA GIOVANNI SCRIBA,3,7,P,N,2,16
11520,PIAZZA DELLA CANONICA,14,1,P,N,2,2
1320,VIA AMEGLIA,13,1,P,N,2,28
8820,VIA ENRICO BUSCAGLIA,20,4,P,R,2,40
40140,VIA MONTE CONTESSA,3,7,D,N,13,23
43060,VIA MICHELE NOVARO,16,3,D,N,1,9
26720,SALITA SAN FRANCESCO DA PAOLA,10,2,D,N,7,55
16660,VIA SOPRA LA CHIESA DI SANT'ILARIO,19,4,D,R,15,15
55320,PASSO RUSCAROLO,4,6,P,N,60,190
45760,VIA PARMA,3,7,P,N,2,12
4840,SCALINATA CESARE BECCARIA,9,2,D,R,1,5
16820,VIA DOMENICO CHIODO,13,1,P,R,20,88
7150,VIA SUPERIORE BORGHETTO,2,7,P,N,6,20
37000,VIA DEI MARSANO,25,9,D,N,1,11
37840,VIA DON DOMENICO MEIRANA,7,5,P,N,2,18
58370,LARGO 7 SETTEMBRE 1893,17,3,P,N,0X,0X
29560,VICO GIBELLO,12,1,D,N,1,1
42820,VIA NOSTRA SIGNORA ASSUNTA,2,7,D,R,1,27
47180,VICO DEL PESCE,24,9,D,N,1,5
5880,SALITA NICOLO' BIAGI,1,7,P,N,2,16
42530,PIAZZETTA NINFEO,12,1,P,N,2,38
23600,VIA ELSA,8,6,P,R,2,20
51880,VIA QUINTO,24,9,P,R,2,30N
39660,VIA MONFENERA,6,5,P,N,6,40
57480,VIA ALLE SCUOLE DI SAN BIAGIO,7,5,D,N,1,11
22080,VIA DE NICOLAY,3,7,P,R,2,62
59080,VIA SIDNEY SONNINO,5,5,D,N,1,17
14660,VIA GIAN GIACOMO CAVALLI,4,6,P,N,10,10
22780,VIA SAN DONA' DI PIAVE,5,5,D,R,1,13
21560,VIA PAOLO ANTONIO DE CAVERO,8,6,D,N,1,7
48380,VIA PIEVE DI CADORE,7,5,D,N,1,19
6360,PIAZZALE BLIGNY,19,4,P,N,2,4
99960,********  C/O ACI VL BRIG PARTIG 1,2,7,P,N,0,0
7230,PIAZZA BORGO PILA,15,8,D,N,3,41
50080,VIA AL PONTE REALE,12,1,P,R,2,16
3100,VIA AURORA,23,8,D,R,1,7
63900,VIA ETTORE VERNAZZA,14,1,P,N,2,70
35110,VIA GIOVANNI MAGGIO,24,9,D,N,5,11
64820,VIA VIRGILIO,5,5,P,N,2,4A
56760,SALITA SCAGLIE,20,4,D,N,1,27
52310,PONTE LUIGI RATTO,6,5,P,N,0X,0X
49710,VIA POMPOSA,10,2,D,N,3,17
39800,BELVEDERE LUIGI MONTALDO,13,1,P,R,2,2A
41600,VIA MULTEDO DI PEGLI,4,6,P,N,2,2
44480,VIA UMBERTO PACE,5,5,P,N,2,4
33410,VIA RUGGERO LEONCAVALLO,4,6,D,N,1,71
32460,VIA SILVIO LAGUSTENA,22,8,D,N,1,113
47420,VIA PIACENZA,19,4,P,R,2A,332
43215,PIAZZA BERNARDO E GIOVANNI ODICINI,1,7,P,N,2,16
56760,SALITA SCAGLIE,20,4,D,R,1,1
59180,VICO SOTTILE,12,1,D,R,1,11
33760,PIAZZA LIDO DI PEGLI,3,7,D,N,1,3
1380,PIAZZETTA DELL'AMICO,12,1,P,N,2,6
38880,VIA MISSOLUNGI,25,9,D,R,9,9
31360,VIA GROPALLO,14,1,P,N,2,16
1110,VIA DELL'ALLORO,4,6,D,N,3,51
29560,VICO GIBELLO,12,1,D,R,1,23
30340,VICO DELLA GIUGGIOLA,12,1,P,R,2,4
23180,VICO DEL DRAGONE,12,1,P,R,8,20
8480,VIA BRUZZA,13,1,D,N,1,9
63820,PIAZZA GIUSEPPE VERDI,15,8,P,R,2,36
58020,SALITA SERRA RICCO',7,5,P,R,6,8
40400,VIA MONTELUNGO,20,4,D,R,11,33
61860,VIA AL TORRENTE STURLA,24,9,P,R,2,10
14920,VIA ANTONIO CECCHI,15,8,D,R,1,117
47320,VIA GIUSEPPE PESSALE,25,9,P,R,2,20
18750,PIAZZETTA VITO CONTE,4,6,D,R,1,1
16540,VIA ALLA CHIESA DI SAN GIORGIO DI BAVARI,21,9,D,N,3,165
29440,VIA ETTORE GIANELLO,8,6,P,N,2,6
11440,VIA DI CANNETO IL LUNGO,12,1,D,R,1,121
13040,VIA BARTOLOMEO CARREA,9,2,P,N,2,12
47920,VIA GIUSEPPE PIANTELLI,18,4,D,R,29,35
57060,VIA SIMONE SCHIAFFINO,24,9,P,R,2B,14
40040,VIA FRANCESCO MONTEBRUNO,18,4,P,N,2,8B
51940,VIA RACHERO,25,9,P,N,6,8
12680,VICO CARLONE,12,1,P,N,2,4
46680,VIA GUIDO PELLIZZARI,8,6,P,N,2,4
